"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","paramset","quad"
"SG-NES2_p53",426,27,0.0633802816901408,25,0.0586854460093897,401,2,403,0.0586854460093897,0.94131455399061,0.0740740740740741,2.98197526885541,2.15982399282905,3.68198535902376,0.925925925925926,0.0586854460093897,0.11037527593819,33.3587873527552,"p53","SG-NES2"
"SG-NES2_p54",426,27,0.0633802816901408,23,0.0539906103286385,403,4,407,0.0539906103286385,0.946009389671362,0.148148148148148,3.04263134922864,1.96622660023667,3.62265821887563,0.851851851851852,0.0539906103286385,0.101545253863135,35.6753081119709,"p54","SG-NES2"
"SG-NES2_p55",426,144,0.338028169014085,95,0.223004694835681,331,49,380,0.223004694835681,0.776995305164319,0.340277777777778,2.58724257441109,1.29090483566251,2.89141132210244,0.659722222222222,0.223004694835681,0.333333333333333,8.67423396630732,"p55","SG-NES2"
"SG-NES2_p56",426,54,0.126760563380282,40,0.0938967136150235,386,14,400,0.0938967136150235,0.906103286384977,0.259259259259259,2.87496833993481,1.94785668749012,3.4726918421633,0.740740740740741,0.0938967136150235,0.166666666666667,20.8361510529798,"p56","SG-NES2"
"SG-NES2_p57",426,28,0.0657276995305164,23,0.0539906103286385,403,5,408,0.0539906103286385,0.946009389671362,0.178571428571429,2.88487007798843,1.68036273257993,3.33857668474403,0.821428571428571,0.0539906103286385,0.101321585903084,32.9503003233433,"p57","SG-NES2"
"SG-NES2_p58",426,40,0.0938967136150235,32,0.0751173708920188,394,8,402,0.0751173708920188,0.924882629107981,0.2,2.88032044925643,2.07950916684683,3.55254898142232,0.8,0.0751173708920188,0.137339055793991,25.8669972709813,"p58","SG-NES2"
"SG-NES2_p59",426,31,0.0727699530516432,26,0.0610328638497653,400,5,405,0.0610328638497653,0.938967136150235,0.161290322580645,2.827186478438,1.77985872386633,3.34079039462007,0.838709677419355,0.0610328638497653,0.113785557986871,29.3604078911802,"p59","SG-NES2"
"SG-NES2_p60",426,40,0.0938967136150235,32,0.0751173708920188,394,8,402,0.0751173708920188,0.924882629107981,0.2,2.88985250683288,2.07320949857944,3.55660584493816,0.8,0.0751173708920188,0.137339055793991,25.896536308456,"p60","SG-NES2"
"SG-NES2_p61",426,36,0.0845070422535211,29,0.068075117370892,397,7,404,0.068075117370892,0.931924882629108,0.194444444444444,2.63067616861023,1.77344567205318,3.17262772096222,0.805555555555556,0.068075117370892,0.125541125541126,25.2716208118025,"p61","SG-NES2"
"SG-NES2_p62",426,30,0.0704225352112676,24,0.0563380281690141,402,6,408,0.0563380281690141,0.943661971830986,0.2,2.93060609561777,2.08404936361882,3.59606922036715,0.8,0.0563380281690141,0.105263157894737,34.1626575934879,"p62","SG-NES2"
"SG-NES2_p63",426,26,0.0610328638497653,21,0.0492957746478873,405,5,410,0.0492957746478873,0.950704225352113,0.192307692307692,2.77385226393732,1.76918336017066,3.29002524975949,0.807692307692308,0.0492957746478873,0.0929203539823009,35.4069384021735,"p63","SG-NES2"
"SG-NES2_p64",426,31,0.0727699530516432,26,0.0610328638497653,400,5,405,0.0610328638497653,0.938967136150235,0.161290322580645,3.06976955587823,1.90461203398487,3.61262122650532,0.838709677419355,0.0610328638497653,0.113785557986871,31.7493827021718,"p64","SG-NES2"
"SG-NES2_p65",426,26,0.0610328638497653,22,0.0516431924882629,404,4,408,0.0516431924882629,0.948356807511737,0.153846153846154,2.76805080337667,1.84356480271733,3.32578358163793,0.846153846153846,0.0516431924882629,0.0973451327433628,34.1648677022805,"p65","SG-NES2"
"SG-NES2_p66",426,31,0.0727699530516432,26,0.0610328638497653,400,5,405,0.0610328638497653,0.938967136150235,0.161290322580645,3.06976955587823,1.90461203398487,3.61262122650532,0.838709677419355,0.0610328638497653,0.113785557986871,31.7493827021718,"p66","SG-NES2"
"SG-NES2_p67",426,23,0.0539906103286385,18,0.0422535211267606,408,5,413,0.0422535211267606,0.957746478873239,0.217391304347826,2.84913628750974,2.05588057640624,3.51343457734013,0.782608695652174,0.0422535211267606,0.0801781737193764,43.8203368118255,"p67","SG-NES2"
"SG-NES2_p68",426,23,0.0539906103286385,20,0.0469483568075117,406,3,409,0.0469483568075117,0.953051643192488,0.130434782608696,2.98919629412538,2.21592344181833,3.72096911903511,0.869565217391304,0.0469483568075117,0.089086859688196,41.7678783611691,"p68","SG-NES2"
"SG-NES2_p69",426,21,0.0492957746478873,17,0.039906103286385,409,4,413,0.039906103286385,0.960093896713615,0.19047619047619,2.93109682746958,1.93259889024811,3.51087839188293,0.80952380952381,0.039906103286385,0.0760626398210291,46.1577247403432,"p69","SG-NES2"
"SG-NES2_p70",426,24,0.0563380281690141,21,0.0492957746478873,405,3,408,0.0492957746478873,0.950704225352113,0.125,3.18656799870413,2.01413497916245,3.7697420766746,0.875,0.0492957746478873,0.0933333333333333,40.3900936786565,"p70","SG-NES2"
"SG-NES2_p71",426,24,0.0563380281690141,20,0.0469483568075117,406,4,410,0.0469483568075117,0.953051643192488,0.166666666666667,2.73180018836141,1.774924012458,3.25777339898456,0.833333333333333,0.0469483568075117,0.0888888888888889,36.6499507385763,"p71","SG-NES2"
"SG-NES2_p72",426,24,0.0563380281690141,21,0.0492957746478873,405,3,408,0.0492957746478873,0.950704225352113,0.125,3.18656799870413,2.01413497916245,3.7697420766746,0.875,0.0492957746478873,0.0933333333333333,40.3900936786565,"p72","SG-NES2"
"ER-BME2_p1",191,816,4.27225130890052,145,0.759162303664921,46,671,717,0.759162303664921,0.240837696335079,0.822303921568627,2.11040806771264,1.34345021082492,2.50173553383088,0.177696078431373,0.759162303664921,0.28798411122145,8.68706097437138,"p1","ER-BME2"
"ER-BME2_p2",191,627,3.28272251308901,146,0.764397905759162,45,481,526,0.764397905759162,0.235602094240838,0.767145135566188,2.24969978957972,1.46993833157386,2.68735331541373,0.232854864433812,0.764397905759162,0.356968215158924,7.52827058906996,"p2","ER-BME2"
"ER-BME2_p3",191,793,4.15183246073298,141,0.738219895287958,50,652,702,0.738219895287958,0.261780104712042,0.82219419924338,2.2810794289436,1.38002667514562,2.66604519565276,0.17780580075662,0.738219895287958,0.286585365853659,9.30279600185217,"p3","ER-BME2"
"ER-BME2_p4",191,695,3.63874345549738,153,0.801047120418848,38,542,580,0.801047120418848,0.198952879581152,0.779856115107914,2.22287812977412,1.3622468272309,2.6070871865223,0.220143884892086,0.801047120418848,0.345372460496614,7.54862499104169,"p4","ER-BME2"
"ER-BME2_p5",191,832,4.35602094240838,143,0.74869109947644,48,689,737,0.74869109947644,0.25130890052356,0.828125,2.15027169514115,1.23276762367691,2.47858515627589,0.171875,0.74869109947644,0.279569892473118,8.86570844360223,"p5","ER-BME2"
"ER-BME2_p6",191,669,3.50261780104712,144,0.753926701570681,47,525,572,0.753926701570681,0.246073298429319,0.7847533632287,2.10104243481459,1.41522016347673,2.53322470854891,0.2152466367713,0.753926701570681,0.334883720930233,7.56449044913911,"p6","ER-BME2"
"ER-BME2_p7",191,242,1.26701570680628,111,0.581151832460733,80,131,211,0.581151832460733,0.418848167539267,0.541322314049587,2.62700288514657,1.69138444013309,3.12440802119261,0.458677685950413,0.581151832460733,0.51270207852194,6.09400303232613,"p7","ER-BME2"
"ER-BME2_p8",191,192,1.00523560209424,100,0.523560209424084,91,92,183,0.523560209424084,0.476439790575916,0.479166666666667,2.72047826059346,1.91373011681376,3.32616369506397,0.520833333333333,0.523560209424084,0.522193211488251,6.3696034760475,"p8","ER-BME2"
"ER-BME2_p9",191,243,1.27225130890052,101,0.528795811518325,90,142,232,0.528795811518325,0.471204188481675,0.584362139917695,2.63901283184116,1.77946752242527,3.18290643751723,0.415637860082305,0.528795811518325,0.465437788018433,6.83852175189346,"p9","ER-BME2"
"ER-BME2_p10",191,201,1.05235602094241,96,0.50261780104712,95,105,200,0.50261780104712,0.49738219895288,0.522388059701492,2.72729941657706,1.79431982818932,3.2646203077073,0.477611940298507,0.50261780104712,0.489795918367347,6.66526646156907,"p10","ER-BME2"
"ER-BME2_p11",191,242,1.26701570680628,109,0.570680628272251,82,133,215,0.570680628272251,0.429319371727749,0.549586776859504,2.67575474585188,1.74413937137747,3.19400776560387,0.450413223140496,0.570680628272251,0.503464203233256,6.34406129590127,"p11","ER-BME2"
"ER-BME2_p12",191,191,1,103,0.539267015706806,88,88,176,0.539267015706806,0.460732984293194,0.460732984293194,2.78285656660447,1.81257520767971,3.32110215949295,0.539267015706806,0.539267015706806,0.539267015706806,6.15854866469081,"p12","ER-BME2"
"ER-BME2_p13",191,109,0.570680628272251,69,0.361256544502618,122,40,162,0.361256544502618,0.638743455497382,0.36697247706422,2.83794422490937,1.8283261688523,3.37590047297111,0.63302752293578,0.361256544502618,0.46,7.33891407167634,"p13","ER-BME2"
"ER-BME2_p14",191,109,0.570680628272251,69,0.361256544502618,122,40,162,0.361256544502618,0.638743455497382,0.36697247706422,2.7942767637219,1.78759570940687,3.31714953726328,0.63302752293578,0.361256544502618,0.46,7.21119464622451,"p14","ER-BME2"
"ER-BME2_p15",191,114,0.596858638743455,73,0.382198952879581,118,41,159,0.382198952879581,0.617801047120419,0.359649122807018,2.81448711002289,1.7975384538726,3.33953322870662,0.640350877192982,0.382198952879581,0.478688524590164,6.97642215585973,"p15","ER-BME2"
"ER-BME2_p16",191,113,0.591623036649215,75,0.392670157068063,116,38,154,0.392670157068063,0.607329842931937,0.336283185840708,3.00575456606213,1.71158403435726,3.45891318452343,0.663716814159292,0.392670157068063,0.493421052631579,7.01006405396749,"p16","ER-BME2"
"ER-BME2_p17",191,116,0.607329842931937,73,0.382198952879581,118,43,161,0.382198952879581,0.617801047120419,0.370689655172414,3.03527073338246,1.72776744059122,3.49257050804923,0.629310344827586,0.382198952879581,0.47557003257329,7.3439667532268,"p17","ER-BME2"
"ER-BME2_p18",191,99,0.518324607329843,58,0.303664921465969,133,41,174,0.303664921465969,0.696335078534031,0.414141414141414,2.99917930046474,1.6937056496293,3.44437444304802,0.585858585858586,0.303664921465969,0.4,8.61093610762005,"p18","ER-BME2"
"ER-BME2_p19",191,38,0.198952879581152,29,0.151832460732984,162,9,171,0.151832460732984,0.848167539267016,0.236842105263158,2.84387159650279,1.97668255697127,3.46336246853109,0.763157894736842,0.151832460732984,0.253275109170306,13.6743104360969,"p19","ER-BME2"
"ER-BME2_p20",191,673,3.52356020942408,150,0.785340314136126,41,523,564,0.785340314136126,0.214659685863874,0.777117384843982,2.21529513621312,1.43584912160018,2.63992333989635,0.222882615156018,0.785340314136126,0.347222222222222,7.60297921890149,"p20","ER-BME2"
"ER-BME2_p21",191,36,0.18848167539267,27,0.141361256544503,164,9,173,0.141361256544503,0.858638743455497,0.25,2.94441651493895,1.86457525696575,3.48514411500215,0.75,0.141361256544503,0.237885462555066,14.6505132241757,"p21","ER-BME2"
"ER-BME2_p22",191,676,3.53926701570681,144,0.753926701570681,47,532,579,0.753926701570681,0.246073298429319,0.78698224852071,2.11381193307586,1.35482607791144,2.5107279003912,0.21301775147929,0.753926701570681,0.332179930795848,7.55833711680268,"p22","ER-BME2"
"ER-BME2_p23",191,36,0.18848167539267,27,0.141361256544503,164,9,173,0.141361256544503,0.858638743455497,0.25,2.94441651493895,1.86457525696575,3.48514411500215,0.75,0.141361256544503,0.237885462555066,14.6505132241757,"p23","ER-BME2"
"ER-BME2_p24",191,689,3.60732984293194,151,0.790575916230366,40,538,578,0.790575916230366,0.209424083769634,0.780841799709724,2.21585247221276,1.42782399392078,2.636035571882,0.219158200290276,0.790575916230366,0.343181818181818,7.68116325581511,"p24","ER-BME2"
"ER-BME2_p25",191,27,0.141361256544503,22,0.115183246073298,169,5,174,0.115183246073298,0.884816753926702,0.185185185185185,2.93168906779415,1.98406437762121,3.5399593563725,0.814814814814815,0.115183246073298,0.201834862385321,17.538889538391,"p25","ER-BME2"
"ER-BME2_p26",191,197,1.03141361256544,101,0.528795811518325,90,96,186,0.528795811518325,0.471204188481675,0.487309644670051,2.70304868645162,1.87617908801293,3.29036778668052,0.512690355329949,0.528795811518325,0.520618556701031,6.32011238233684,"p26","ER-BME2"
"ER-BME2_p27",191,27,0.141361256544503,22,0.115183246073298,169,5,174,0.115183246073298,0.884816753926702,0.185185185185185,3.03818298588476,1.72177186747733,3.49214178110741,0.814814814814815,0.115183246073298,0.201834862385321,17.301975188214,"p27","ER-BME2"
"ER-BME2_p28",191,198,1.03664921465969,101,0.528795811518325,90,97,187,0.528795811518325,0.471204188481675,0.48989898989899,2.67149673183598,1.83261952050356,3.23965879301216,0.51010101010101,0.528795811518325,0.519280205655527,6.23874886377094,"p28","ER-BME2"
"ER-BME2_p29",191,27,0.141361256544503,22,0.115183246073298,169,5,174,0.115183246073298,0.884816753926702,0.185185185185185,3.03818298588476,1.72177186747733,3.49214178110741,0.814814814814815,0.115183246073298,0.201834862385321,17.301975188214,"p29","ER-BME2"
"ER-BME2_p30",191,198,1.03664921465969,103,0.539267015706806,88,95,183,0.539267015706806,0.460732984293194,0.47979797979798,2.61264459394434,1.88060260172931,3.21909582334817,0.52020202020202,0.539267015706806,0.529562982005141,6.07877803535165,"p30","ER-BME2"
"ER-BME2_p31",191,20,0.104712041884817,15,0.0785340314136126,176,5,181,0.0785340314136126,0.921465968586387,0.25,3.02528343238816,1.4239536509311,3.3436482838783,0.75,0.0785340314136126,0.14218009478673,23.5169929299441,"p31","ER-BME2"
"ER-BME2_p32",191,110,0.575916230366492,69,0.361256544502618,122,41,163,0.361256544502618,0.638743455497382,0.372727272727273,2.9111804908746,1.76313352063711,3.40347053197807,0.627272727272727,0.361256544502618,0.458471760797342,7.42351181250289,"p32","ER-BME2"
"ER-BME2_p33",191,20,0.104712041884817,15,0.0785340314136126,176,5,181,0.0785340314136126,0.921465968586387,0.25,3.03982996536988,1.18134367000745,3.26130941264813,0.75,0.0785340314136126,0.14218009478673,22.9378762022918,"p33","ER-BME2"
"ER-BME2_p34",191,106,0.554973821989529,67,0.350785340314136,124,39,163,0.350785340314136,0.649214659685864,0.367924528301887,2.87335951434865,1.61065250057607,3.29399398546959,0.632075471698113,0.350785340314136,0.451178451178451,7.30086726630201,"p34","ER-BME2"
"ER-BME2_p35",191,20,0.104712041884817,15,0.0785340314136126,176,5,181,0.0785340314136126,0.921465968586387,0.25,3.03982996536988,1.18134367000745,3.26130941264813,0.75,0.0785340314136126,0.14218009478673,22.9378762022918,"p35","ER-BME2"
"ER-BME2_p36",191,110,0.575916230366492,68,0.356020942408377,123,42,165,0.356020942408377,0.643979057591623,0.381818181818182,2.90851824975998,1.67972596241873,3.35871369991704,0.618181818181818,0.356020942408377,0.451827242524917,7.43362370349285,"p36","ER-BME2"
"ER-BME2_p37",191,33,0.172774869109948,24,0.12565445026178,167,9,176,0.12565445026178,0.87434554973822,0.272727272727273,3.10618044203562,1.90718810250414,3.64495862758659,0.727272727272727,0.12565445026178,0.214285714285714,17.0098069287374,"p37","ER-BME2"
"ER-BME2_p38",191,39,0.204188481675393,25,0.130890052356021,166,14,180,0.130890052356021,0.869109947643979,0.358974358974359,2.95914306221288,1.68520755991658,3.40535639583328,0.641025641025641,0.130890052356021,0.217391304347826,15.6646394208331,"p38","ER-BME2"
"ER-BME2_p39",191,33,0.172774869109948,26,0.136125654450262,165,7,172,0.136125654450262,0.863874345549738,0.212121212121212,3.01233349606244,1.92000249398876,3.57219297748916,0.787878787878788,0.136125654450262,0.232142857142857,15.3879082107225,"p39","ER-BME2"
"ER-BME2_p40",191,40,0.209424083769634,26,0.136125654450262,165,14,179,0.136125654450262,0.863874345549738,0.35,2.98016477526825,1.72576050125511,3.44378155454755,0.65,0.136125654450262,0.225108225108225,15.2983372903939,"p40","ER-BME2"
"ER-BME2_p41",191,33,0.172774869109948,26,0.136125654450262,165,7,172,0.136125654450262,0.863874345549738,0.212121212121212,3.01233349606244,1.92000249398876,3.57219297748916,0.787878787878788,0.136125654450262,0.232142857142857,15.3879082107225,"p41","ER-BME2"
"ER-BME2_p42",191,39,0.204188481675393,25,0.130890052356021,166,14,180,0.130890052356021,0.869109947643979,0.358974358974359,3.05819588474442,1.86231378666432,3.58061094081271,0.641025641025641,0.130890052356021,0.217391304347826,16.4708103277385,"p42","ER-BME2"
"ER-BME2_p43",191,24,0.12565445026178,19,0.0994764397905759,172,5,177,0.0994764397905759,0.900523560209424,0.208333333333333,3.1296697300721,1.90400331711343,3.66334017679338,0.791666666666667,0.0994764397905759,0.176744186046512,20.7267931055415,"p43","ER-BME2"
"ER-BME2_p44",191,28,0.146596858638743,20,0.104712041884817,171,8,179,0.104712041884817,0.895287958115183,0.285714285714286,3.08962938985905,1.80090849295571,3.57618248509228,0.714285714285714,0.104712041884817,0.182648401826484,19.5795991058802,"p44","ER-BME2"
"ER-BME2_p45",191,26,0.136125654450262,21,0.109947643979058,170,5,175,0.109947643979058,0.890052356020942,0.192307692307692,3.0338722886619,1.763658049137,3.50925501754949,0.807692307692308,0.109947643979058,0.193548387096774,18.1311509240057,"p45","ER-BME2"
"ER-BME2_p46",191,28,0.146596858638743,20,0.104712041884817,171,8,179,0.104712041884817,0.895287958115183,0.285714285714286,3.18901190452679,1.96967210469154,3.74825361031155,0.714285714285714,0.104712041884817,0.182648401826484,20.5216885164558,"p46","ER-BME2"
"ER-BME2_p47",191,26,0.136125654450262,21,0.109947643979058,170,5,175,0.109947643979058,0.890052356020942,0.192307692307692,3.0338722886619,1.763658049137,3.50925501754949,0.807692307692308,0.109947643979058,0.193548387096774,18.1311509240057,"p47","ER-BME2"
"ER-BME2_p48",191,27,0.141361256544503,19,0.0994764397905759,172,8,180,0.0994764397905759,0.900523560209424,0.296296296296296,3.20698687692758,2.01263528476316,3.78622049255711,0.703703703703704,0.0994764397905759,0.174311926605505,21.7209491415118,"p48","ER-BME2"
"ER-BME2_p49",191,19,0.0994764397905759,14,0.0732984293193717,177,5,182,0.0732984293193717,0.926701570680628,0.263157894736842,3.10815638690323,1.37078905848316,3.39701321285398,0.736842105263158,0.0732984293193717,0.133333333333333,25.4775990964048,"p49","ER-BME2"
