"","x","y","focal_median"
"12726",319224.25,4299904.25,1.917
"12727",319224.75,4299904.25,1.917
"12728",319225.25,4299904.25,1.685
"12729",319225.75,4299904.25,3.263
"12730",319226.25,4299904.25,4.645
"12731",319226.75,4299904.25,7.526
"12732",319227.25,4299904.25,7.526
"12733",319227.75,4299904.25,7.412
"12734",319228.25,4299904.25,7.365
"12735",319228.75,4299904.25,7.365
"12736",319229.25,4299904.25,8.035
"12737",319229.75,4299904.25,8.92
"12738",319230.25,4299904.25,10.453
"12739",319230.75,4299904.25,10.257
"12740",319231.25,4299904.25,10.257
"12741",319231.75,4299904.25,10.257
"12742",319232.25,4299904.25,12.381
"12743",319232.75,4299904.25,13.29
"12744",319233.25,4299904.25,13.29
"12745",319233.75,4299904.25,11.454
"12746",319234.25,4299904.25,11.454
"12747",319234.75,4299904.25,14.23
"12748",319235.25,4299904.25,16.363
"12749",319235.75,4299904.25,16.363
"12750",319236.25,4299904.25,16.62
"12751",319236.75,4299904.25,16.62
"12752",319237.25,4299904.25,15.513
"12753",319237.75,4299904.25,14.778
"12754",319238.25,4299904.25,13.297
"12755",319238.75,4299904.25,10.818
"12756",319239.25,4299904.25,8.148
"12757",319239.75,4299904.25,7.764
"12758",319240.25,4299904.25,1.861
"12759",319240.75,4299904.25,1.08
"12760",319241.25,4299904.25,1.08
"12761",319241.75,4299904.25,1.08
"12762",319242.25,4299904.25,1.65
"12763",319242.75,4299904.25,0.681
"12764",319243.25,4299904.25,3.054
"12765",319243.75,4299904.25,3.151
"12766",319244.25,4299904.25,3.151
"12767",319244.75,4299904.25,3.065
"12768",319245.25,4299904.25,2.875
"12769",319245.75,4299904.25,3.065
"12770",319246.25,4299904.25,5.513
"12771",319246.75,4299904.25,5.671
"12772",319247.25,4299904.25,5.671
"12773",319247.75,4299904.25,3.188
"12774",319248.25,4299904.25,3.188
"12775",319248.75,4299904.25,3.188
"12776",319249.25,4299904.25,3.366
"12777",319249.75,4299904.25,3.381
"12821",319191.75,4299903.75,6.638
"12822",319192.25,4299903.75,8.715
"12823",319192.75,4299903.75,6.078
"12824",319193.25,4299903.75,5.306
"12825",319193.75,4299903.75,2.853
"12826",319194.25,4299903.75,2.78
"12827",319194.75,4299903.75,2.853
"12828",319195.25,4299903.75,3.99
"12829",319195.75,4299903.75,5.511
"12830",319196.25,4299903.75,9.241
"12831",319196.75,4299903.75,9.835
"12832",319197.25,4299903.75,9.241
"12833",319197.75,4299903.75,8.321
"12834",319198.25,4299903.75,3.319
"12835",319198.75,4299903.75,3.551
"12836",319199.25,4299903.75,4.452
"12837",319199.75,4299903.75,4.452
"12838",319200.25,4299903.75,4.452
"12839",319200.75,4299903.75,4.573
"12840",319201.25,4299903.75,4.748
"12841",319201.75,4299903.75,7.847
"12842",319202.25,4299903.75,7.847
"12843",319202.75,4299903.75,7.847
"12844",319203.25,4299903.75,6.665
"12845",319203.75,4299903.75,9.058
"12846",319204.25,4299903.75,9.966
"12847",319204.75,4299903.75,11.046
"12848",319205.25,4299903.75,11.687
"12849",319205.75,4299903.75,11.844
"12850",319206.25,4299903.75,12.502
"12851",319206.75,4299903.75,4.063
"12852",319207.25,4299903.75,4.063
"12853",319207.75,4299903.75,4.496
"12854",319208.25,4299903.75,5.696
"12855",319208.75,4299903.75,5.696
"12856",319209.25,4299903.75,7.286
"12857",319209.75,4299903.75,7.286
"12858",319210.25,4299903.75,6.983
"12859",319210.75,4299903.75,6.983
"12860",319211.25,4299903.75,5.428
"12861",319211.75,4299903.75,5.009
"12862",319212.25,4299903.75,2.753
"12863",319212.75,4299903.75,1.342
"12864",319213.25,4299903.75,1.651
"12865",319213.75,4299903.75,2.547
"12866",319214.25,4299903.75,2.222
"12867",319214.75,4299903.75,2.222
"12868",319215.25,4299903.75,2.133
"12869",319215.75,4299903.75,1.762
"12870",319216.25,4299903.75,1.762
"12871",319216.75,4299903.75,2.633
"12872",319217.25,4299903.75,1.203
"12873",319217.75,4299903.75,0.632
"12874",319218.25,4299903.75,0.632
"12875",319218.75,4299903.75,0.923
"12876",319219.25,4299903.75,0.923
"12877",319219.75,4299903.75,1.058
"12878",319220.25,4299903.75,1.659
"12879",319220.75,4299903.75,2.242
"12880",319221.25,4299903.75,2.242
"12881",319221.75,4299903.75,2.098
"12882",319222.25,4299903.75,2.098
"12883",319222.75,4299903.75,2.016
"12884",319223.25,4299903.75,2.123
"12885",319223.75,4299903.75,1.917
"12886",319224.25,4299903.75,0.99
"12887",319224.75,4299903.75,0.802
"12888",319225.25,4299903.75,0.802
"12889",319225.75,4299903.75,1.632
"12890",319226.25,4299903.75,3.168
"12891",319226.75,4299903.75,4.008
"12892",319227.25,4299903.75,6.154
"12893",319227.75,4299903.75,6.4
"12894",319228.25,4299903.75,7.365
"12895",319228.75,4299903.75,7.365
"12896",319229.25,4299903.75,8.564
"12897",319229.75,4299903.75,10.453
"12898",319230.25,4299903.75,11.973
"12899",319230.75,4299903.75,11.973
"12900",319231.25,4299903.75,10.257
"12901",319231.75,4299903.75,4.721
"12902",319232.25,4299903.75,4.405
"12903",319232.75,4299903.75,4.405
"12904",319233.25,4299903.75,6.881
"12905",319233.75,4299903.75,9.07
"12906",319234.25,4299903.75,11.454
"12907",319234.75,4299903.75,14.378
"12908",319235.25,4299903.75,15.278
"12909",319235.75,4299903.75,16.363
"12910",319236.25,4299903.75,16.62
"12911",319236.75,4299903.75,16.62
"12912",319237.25,4299903.75,15.513
"12913",319237.75,4299903.75,15.513
"12914",319238.25,4299903.75,13.804
"12915",319238.75,4299903.75,10.818
"12916",319239.25,4299903.75,10.664
"12917",319239.75,4299903.75,6.274
"12918",319240.25,4299903.75,1.861
"12919",319240.75,4299903.75,1.08
"12920",319241.25,4299903.75,1.08
"12921",319241.75,4299903.75,1.08
"12922",319242.25,4299903.75,1.08
"12923",319242.75,4299903.75,0.681
"12924",319243.25,4299903.75,1.65
"12925",319243.75,4299903.75,3.151
"12926",319244.25,4299903.75,3.151
"12927",319244.75,4299903.75,2.875
"12928",319245.25,4299903.75,2.875
"12929",319245.75,4299903.75,2.236
"12930",319246.25,4299903.75,2.236
"12931",319246.75,4299903.75,3.099
"12932",319247.25,4299903.75,3.099
"12933",319247.75,4299903.75,3.099
"12934",319248.25,4299903.75,3.099
"12935",319248.75,4299903.75,3.188
"12936",319249.25,4299903.75,2.72
"12937",319249.75,4299903.75,2.72
"12938",319250.25,4299903.75,3.771
"12981",319191.75,4299903.25,3.157
"12982",319192.25,4299903.25,5.759
"12983",319192.75,4299903.25,5.759
"12984",319193.25,4299903.25,5.306
"12985",319193.75,4299903.25,3.982
"12986",319194.25,4299903.25,2.78
"12987",319194.75,4299903.25,2.853
"12988",319195.25,4299903.25,4.763
"12989",319195.75,4299903.25,7.54
"12990",319196.25,4299903.25,9.241
"12991",319196.75,4299903.25,9.241
"12992",319197.25,4299903.25,8.704
"12993",319197.75,4299903.25,8.704
"12994",319198.25,4299903.25,8.321
"12995",319198.75,4299903.25,7.46
"12996",319199.25,4299903.25,7.46
"12997",319199.75,4299903.25,6.536
"12998",319200.25,4299903.25,4.733
"12999",319200.75,4299903.25,4.748
"13000",319201.25,4299903.25,7.847
"13001",319201.75,4299903.25,11.093
"13002",319202.25,4299903.25,11.311
"13003",319202.75,4299903.25,10.82
"13004",319203.25,4299903.25,9.966
"13005",319203.75,4299903.25,6.665
"13006",319204.25,4299903.25,6.282
"13007",319204.75,4299903.25,6.493
"13008",319205.25,4299903.25,6.493
"13009",319205.75,4299903.25,6.493
"13010",319206.25,4299903.25,6.493
"13011",319206.75,4299903.25,2.592
"13012",319207.25,4299903.25,3.464
"13013",319207.75,4299903.25,3.464
"13014",319208.25,4299903.25,5.648
"13015",319208.75,4299903.25,5.968
"13016",319209.25,4299903.25,7.286
"13017",319209.75,4299903.25,7.286
"13018",319210.25,4299903.25,6.983
"13019",319210.75,4299903.25,5.428
"13020",319211.25,4299903.25,2.986
"13021",319211.75,4299903.25,2.753
"13022",319212.25,4299903.25,1.342
"13023",319212.75,4299903.25,0.575
"13024",319213.25,4299903.25,0.575
"13025",319213.75,4299903.25,1.708
"13026",319214.25,4299903.25,2.133
"13027",319214.75,4299903.25,2.133
"13028",319215.25,4299903.25,2.133
"13029",319215.75,4299903.25,1.762
"13030",319216.25,4299903.25,1.762
"13031",319216.75,4299903.25,1.203
"13032",319217.25,4299903.25,1.463
"13033",319217.75,4299903.25,1.061
"13034",319218.25,4299903.25,0.78
"13035",319218.75,4299903.25,0.923
"13036",319219.25,4299903.25,0.923
"13037",319219.75,4299903.25,1.649
"13038",319220.25,4299903.25,1.649
"13039",319220.75,4299903.25,2.098
"13040",319221.25,4299903.25,2.098
"13041",319221.75,4299903.25,2.098
"13042",319222.25,4299903.25,2.016
"13043",319222.75,4299903.25,2.016
"13044",319223.25,4299903.25,2.264
"13045",319223.75,4299903.25,2.123
"13046",319224.25,4299903.25,0.802
"13047",319224.75,4299903.25,0.802
"13048",319225.25,4299903.25,0.802
"13049",319225.75,4299903.25,1.04
"13050",319226.25,4299903.25,1.632
"13051",319226.75,4299903.25,3.168
"13052",319227.25,4299903.25,4.469
"13053",319227.75,4299903.25,6.277
"13054",319228.25,4299903.25,6.277
"13055",319228.75,4299903.25,6.459
"13056",319229.25,4299903.25,7.365
"13057",319229.75,4299903.25,11.973
"13058",319230.25,4299903.25,13.989
"13059",319230.75,4299903.25,11.973
"13060",319231.25,4299903.25,4.721
"13061",319231.75,4299903.25,1.302
"13062",319232.25,4299903.25,1.302
"13063",319232.75,4299903.25,3.749
"13064",319233.25,4299903.25,4.555
"13065",319233.75,4299903.25,7.462
"13066",319234.25,4299903.25,9.07
"13067",319234.75,4299903.25,12.711
"13068",319235.25,4299903.25,15.278
"13069",319235.75,4299903.25,15.278
"13070",319236.25,4299903.25,16.363
"13071",319236.75,4299903.25,16.62
"13072",319237.25,4299903.25,16.62
"13073",319237.75,4299903.25,15.004
"13074",319238.25,4299903.25,13.804
"13075",319238.75,4299903.25,10.818
"13076",319239.25,4299903.25,10.664
"13077",319239.75,4299903.25,10.664
"13078",319240.25,4299903.25,6.274
"13079",319240.75,4299903.25,1.861
"13080",319241.25,4299903.25,1.08
"13081",319241.75,4299903.25,1.08
"13082",319242.25,4299903.25,1.817
"13083",319242.75,4299903.25,2.948
"13084",319243.25,4299903.25,3.151
"13085",319243.75,4299903.25,3.183
"13086",319244.25,4299903.25,3.183
"13087",319244.75,4299903.25,3.151
"13088",319245.25,4299903.25,2.236
"13089",319245.75,4299903.25,1.657
"13090",319246.25,4299903.25,1.657
"13091",319246.75,4299903.25,0.402
"13092",319247.25,4299903.25,0.741
"13093",319247.75,4299903.25,1.222
"13094",319248.25,4299903.25,1.997
"13095",319248.75,4299903.25,1.706
"13096",319249.25,4299903.25,1.706
"13097",319249.75,4299903.25,1.706
"13098",319250.25,4299903.25,2.233
"13099",319250.75,4299903.25,8.263
"13142",319192.25,4299902.75,3.249
"13143",319192.75,4299902.75,5.306
"13144",319193.25,4299902.75,6.078
"13145",319193.75,4299902.75,5.306
"13146",319194.25,4299902.75,3.45
"13147",319194.75,4299902.75,2.853
"13148",319195.25,4299902.75,4.763
"13149",319195.75,4299902.75,7.54
"13150",319196.25,4299902.75,8.923
"13151",319196.75,4299902.75,9.086
"13152",319197.25,4299902.75,8.704
"13153",319197.75,4299902.75,8.704
"13154",319198.25,4299902.75,8.704
"13155",319198.75,4299902.75,8.321
"13156",319199.25,4299902.75,8.122
"13157",319199.75,4299902.75,7.46
"13158",319200.25,4299902.75,6.63
"13159",319200.75,4299902.75,9.619
"13160",319201.25,4299902.75,10.547
"13161",319201.75,4299902.75,11.093
"13162",319202.25,4299902.75,11.311
"13163",319202.75,4299902.75,11.328
"13164",319203.25,4299902.75,10.85
"13165",319203.75,4299902.75,7.62
"13166",319204.25,4299902.75,6.282
"13167",319204.75,4299902.75,6.493
"13168",319205.25,4299902.75,6.493
"13169",319205.75,4299902.75,6.493
"13170",319206.25,4299902.75,2.661
"13171",319206.75,4299902.75,2.592
"13172",319207.25,4299902.75,2.73
"13173",319207.75,4299902.75,3.464
"13174",319208.25,4299902.75,4.496
"13175",319208.75,4299902.75,6.163
"13176",319209.25,4299902.75,7.844
"13177",319209.75,4299902.75,7.341
"13178",319210.25,4299902.75,7.286
"13179",319210.75,4299902.75,2.986
"13180",319211.25,4299902.75,2.243
"13181",319211.75,4299902.75,0.811
"13182",319212.25,4299902.75,0.575
"13183",319212.75,4299902.75,0.575
"13184",319213.25,4299902.75,0.575
"13185",319213.75,4299902.75,1.708
"13186",319214.25,4299902.75,2.133
"13187",319214.75,4299902.75,2.133
"13188",319215.25,4299902.75,2.12
"13189",319215.75,4299902.75,1.762
"13190",319216.25,4299902.75,1.762
"13191",319216.75,4299902.75,1.557
"13192",319217.25,4299902.75,1.557
"13193",319217.75,4299902.75,1.463
"13194",319218.25,4299902.75,1.054
"13195",319218.75,4299902.75,1.054
"13196",319219.25,4299902.75,1.058
"13197",319219.75,4299902.75,1.649
"13198",319220.25,4299902.75,1.649
"13199",319220.75,4299902.75,1.649
"13200",319221.25,4299902.75,1.659
"13201",319221.75,4299902.75,1.527
"13202",319222.25,4299902.75,1.527
"13203",319222.75,4299902.75,2.016
"13204",319223.25,4299902.75,2.321
"13205",319223.75,4299902.75,2.321
"13206",319224.25,4299902.75,1.193
"13207",319224.75,4299902.75,0.802
"13208",319225.25,4299902.75,0.802
"13209",319225.75,4299902.75,0.979
"13210",319226.25,4299902.75,1.632
"13211",319226.75,4299902.75,2.545
"13212",319227.25,4299902.75,4.366
"13213",319227.75,4299902.75,6.277
"13214",319228.25,4299902.75,6.277
"13215",319228.75,4299902.75,6.459
"13216",319229.25,4299902.75,11.841
"13217",319229.75,4299902.75,13.989
"13218",319230.25,4299902.75,14.477
"13219",319230.75,4299902.75,14.477
"13220",319231.25,4299902.75,8.886
"13221",319231.75,4299902.75,1.302
"13222",319232.25,4299902.75,1.302
"13223",319232.75,4299902.75,1.67
"13224",319233.25,4299902.75,3.295
"13225",319233.75,4299902.75,4.862
"13226",319234.25,4299902.75,7.462
"13227",319234.75,4299902.75,9.616
"13228",319235.25,4299902.75,12.963
"13229",319235.75,4299902.75,15.278
"13230",319236.25,4299902.75,15.278
"13231",319236.75,4299902.75,16.441
"13232",319237.25,4299902.75,16.441
"13233",319237.75,4299902.75,15.004
"13234",319238.25,4299902.75,12.762
"13235",319238.75,4299902.75,11.811
"13236",319239.25,4299902.75,10.664
"13237",319239.75,4299902.75,10.664
"13238",319240.25,4299902.75,10.664
"13239",319240.75,4299902.75,6.274
"13240",319241.25,4299902.75,1.839
"13241",319241.75,4299902.75,1.839
"13242",319242.25,4299902.75,2.194
"13243",319242.75,4299902.75,2.948
"13244",319243.25,4299902.75,3.301
"13245",319243.75,4299902.75,3.34
"13246",319244.25,4299902.75,3.301
"13247",319244.75,4299902.75,3.183
"13248",319245.25,4299902.75,1.657
"13249",319245.75,4299902.75,1.657
"13250",319246.25,4299902.75,1.358
"13251",319246.75,4299902.75,0.402
"13252",319247.25,4299902.75,0.741
"13253",319247.75,4299902.75,1.222
"13254",319248.25,4299902.75,1.997
"13255",319248.75,4299902.75,1.706
"13256",319249.25,4299902.75,1.706
"13257",319249.75,4299902.75,1.706
"13258",319250.25,4299902.75,1.84
"13259",319250.75,4299902.75,8.263
"13303",319192.75,4299902.25,4.449
"13304",319193.25,4299902.25,7.419
"13305",319193.75,4299902.25,7.419
"13306",319194.25,4299902.25,3.982
"13307",319194.75,4299902.25,2.026
"13308",319195.25,4299902.25,2.026
"13309",319195.75,4299902.25,8.923
"13310",319196.25,4299902.25,8.923
"13311",319196.75,4299902.25,8.925
"13312",319197.25,4299902.25,8.999
"13313",319197.75,4299902.25,8.999
"13314",319198.25,4299902.25,8.999
"13315",319198.75,4299902.25,8.413
"13316",319199.25,4299902.25,8.413
"13317",319199.75,4299902.25,8.413
"13318",319200.25,4299902.25,9.619
"13319",319200.75,4299902.25,10.128
"13320",319201.25,4299902.25,10.547
"13321",319201.75,4299902.25,10.85
"13322",319202.25,4299902.25,10.85
"13323",319202.75,4299902.25,10.85
"13324",319203.25,4299902.25,11.328
"13325",319203.75,4299902.25,10.83
"13326",319204.25,4299902.25,10.83
"13327",319204.75,4299902.25,6.493
"13328",319205.25,4299902.25,6.493
"13329",319205.75,4299902.25,6.493
"13330",319206.25,4299902.25,6.493
"13331",319206.75,4299902.25,3.528
"13332",319207.25,4299902.25,3.528
"13333",319207.75,4299902.25,3.653
"13334",319208.25,4299902.25,6.041
"13335",319208.75,4299902.25,7.844
"13336",319209.25,4299902.25,8.395
"13337",319209.75,4299902.25,7.858
"13338",319210.25,4299902.25,7.341
"13339",319210.75,4299902.25,5.79
"13340",319211.25,4299902.25,1.597
"13341",319211.75,4299902.25,0.324
"13342",319212.25,4299902.25,0.324
"13343",319212.75,4299902.25,0.575
"13344",319213.25,4299902.25,1.041
"13345",319213.75,4299902.25,2.089
"13346",319214.25,4299902.25,2.133
"13347",319214.75,4299902.25,2.133
"13348",319215.25,4299902.25,2.133
"13349",319215.75,4299902.25,2.24
"13350",319216.25,4299902.25,2.764
"13351",319216.75,4299902.25,1.916
"13352",319217.25,4299902.25,1.557
"13353",319217.75,4299902.25,1.557
"13354",319218.25,4299902.25,1.463
"13355",319218.75,4299902.25,1.061
"13356",319219.25,4299902.25,1.649
"13357",319219.75,4299902.25,1.649
"13358",319220.25,4299902.25,1.649
"13359",319220.75,4299902.25,0.822
"13360",319221.25,4299902.25,0.822
"13361",319221.75,4299902.25,1.216
"13362",319222.25,4299902.25,1.527
"13363",319222.75,4299902.25,2.12
"13364",319223.25,4299902.25,2.321
"13365",319223.75,4299902.25,2.321
"13366",319224.25,4299902.25,2.321
"13367",319224.75,4299902.25,0.802
"13368",319225.25,4299902.25,0.678
"13369",319225.75,4299902.25,0.678
"13370",319226.25,4299902.25,2.343
"13371",319226.75,4299902.25,3.168
"13372",319227.25,4299902.25,4.366
"13373",319227.75,4299902.25,6.277
"13374",319228.25,4299902.25,6.4
"13375",319228.75,4299902.25,8.069
"13376",319229.25,4299902.25,13.989
"13377",319229.75,4299902.25,14.477
"13378",319230.25,4299902.25,14.477
"13379",319230.75,4299902.25,14.477
"13380",319231.25,4299902.25,9.818
"13381",319231.75,4299902.25,5.75
"13382",319232.25,4299902.25,5.75
"13383",319232.75,4299902.25,3.295
"13384",319233.25,4299902.25,2.104
"13385",319233.75,4299902.25,2.104
"13386",319234.25,4299902.25,4.198
"13387",319234.75,4299902.25,8.795
"13388",319235.25,4299902.25,12.711
"13389",319235.75,4299902.25,15.127
"13390",319236.25,4299902.25,16.441
"13391",319236.75,4299902.25,16.441
"13392",319237.25,4299902.25,15.629
"13393",319237.75,4299902.25,15.629
"13394",319238.25,4299902.25,12.762
"13395",319238.75,4299902.25,12.634
"13396",319239.25,4299902.25,11.811
"13397",319239.75,4299902.25,10.664
"13398",319240.25,4299902.25,16.29
"13399",319240.75,4299902.25,16.29
"13400",319241.25,4299902.25,2.194
"13401",319241.75,4299902.25,1.839
"13402",319242.25,4299902.25,2.346
"13403",319242.75,4299902.25,2.487
"13404",319243.25,4299902.25,2.948
"13405",319243.75,4299902.25,3.34
"13406",319244.25,4299902.25,4.466
"13407",319244.75,4299902.25,4.466
"13408",319245.25,4299902.25,3.641
"13409",319245.75,4299902.25,1.657
"13410",319246.25,4299902.25,1.438
"13411",319246.75,4299902.25,1.358
"13412",319247.25,4299902.25,2.286
"13413",319247.75,4299902.25,11.011
"13414",319248.25,4299902.25,11.352
"13415",319248.75,4299902.25,12.209
"13416",319249.25,4299902.25,1.706
"13417",319249.75,4299902.25,1.84
"13418",319250.25,4299902.25,4.192
"13419",319250.75,4299902.25,8.456
"13420",319251.25,4299902.25,11.486
"13463",319192.75,4299901.75,4.587
"13464",319193.25,4299901.75,8.924
"13465",319193.75,4299901.75,9.066
"13466",319194.25,4299901.75,8.924
"13467",319194.75,4299901.75,2.026
"13468",319195.25,4299901.75,8.923
"13469",319195.75,4299901.75,8.923
"13470",319196.25,4299901.75,8.923
"13471",319196.75,4299901.75,9.086
"13472",319197.25,4299901.75,9.086
"13473",319197.75,4299901.75,9.086
"13474",319198.25,4299901.75,9.452
"13475",319198.75,4299901.75,9.452
"13476",319199.25,4299901.75,9.619
"13477",319199.75,4299901.75,9.619
"13478",319200.25,4299901.75,9.619
"13479",319200.75,4299901.75,10.128
"13480",319201.25,4299901.75,10.547
"13481",319201.75,4299901.75,10.547
"13482",319202.25,4299901.75,10.752
"13483",319202.75,4299901.75,10.85
"13484",319203.25,4299901.75,10.85
"13485",319203.75,4299901.75,10.83
"13486",319204.25,4299901.75,10.83
"13487",319204.75,4299901.75,10.586
"13488",319205.25,4299901.75,10.83
"13489",319205.75,4299901.75,11.991
"13490",319206.25,4299901.75,11.991
"13491",319206.75,4299901.75,3.653
"13492",319207.25,4299901.75,3.528
"13493",319207.75,4299901.75,3.653
"13494",319208.25,4299901.75,6.163
"13495",319208.75,4299901.75,7.75
"13496",319209.25,4299901.75,8.523
"13497",319209.75,4299901.75,8.64
"13498",319210.25,4299901.75,7.837
"13499",319210.75,4299901.75,7.341
"13500",319211.25,4299901.75,3.686
"13501",319211.75,4299901.75,0.324
"13502",319212.25,4299901.75,0.324
"13503",319212.75,4299901.75,1.041
"13504",319213.25,4299901.75,1.14
"13505",319213.75,4299901.75,1.226
"13506",319214.25,4299901.75,2.089
"13507",319214.75,4299901.75,2.161
"13508",319215.25,4299901.75,2.24
"13509",319215.75,4299901.75,2.764
"13510",319216.25,4299901.75,2.872
"13511",319216.75,4299901.75,2.321
"13512",319217.25,4299901.75,1.557
"13513",319217.75,4299901.75,1.557
"13514",319218.25,4299901.75,1.621
"13515",319218.75,4299901.75,2.493
"13516",319219.25,4299901.75,2.493
"13517",319219.75,4299901.75,2.493
"13518",319220.25,4299901.75,2.493
"13519",319220.75,4299901.75,0.822
"13520",319221.25,4299901.75,0.822
"13521",319221.75,4299901.75,1.216
"13522",319222.25,4299901.75,2.12
"13523",319222.75,4299901.75,2.12
"13524",319223.25,4299901.75,2.277
"13525",319223.75,4299901.75,2.321
"13526",319224.25,4299901.75,2.321
"13527",319224.75,4299901.75,1.548
"13528",319225.25,4299901.75,1.193
"13529",319225.75,4299901.75,1.48
"13530",319226.25,4299901.75,2.709
"13531",319226.75,4299901.75,4.366
"13532",319227.25,4299901.75,4.366
"13533",319227.75,4299901.75,4.366
"13534",319228.25,4299901.75,8.069
"13535",319228.75,4299901.75,10.43
"13536",319229.25,4299901.75,13.242
"13537",319229.75,4299901.75,14.681
"13538",319230.25,4299901.75,14.681
"13539",319230.75,4299901.75,13.601
"13540",319231.25,4299901.75,9.818
"13541",319231.75,4299901.75,5.75
"13542",319232.25,4299901.75,5.75
"13543",319232.75,4299901.75,5.75
"13544",319233.25,4299901.75,3.295
"13545",319233.75,4299901.75,2.104
"13546",319234.25,4299901.75,4.198
"13547",319234.75,4299901.75,9.616
"13548",319235.25,4299901.75,12.958
"13549",319235.75,4299901.75,15.733
"13550",319236.25,4299901.75,16.33
"13551",319236.75,4299901.75,16.424
"13552",319237.25,4299901.75,15.974
"13553",319237.75,4299901.75,15.629
"13554",319238.25,4299901.75,12.762
"13555",319238.75,4299901.75,12.634
"13556",319239.25,4299901.75,12.634
"13557",319239.75,4299901.75,14.145
"13558",319240.25,4299901.75,16.29
"13559",319240.75,4299901.75,16.29
"13560",319241.25,4299901.75,12.001
"13561",319241.75,4299901.75,2.346
"13562",319242.25,4299901.75,2.346
"13563",319242.75,4299901.75,2.346
"13564",319243.25,4299901.75,2.487
"13565",319243.75,4299901.75,5.098
"13566",319244.25,4299901.75,7.094
"13567",319244.75,4299901.75,11.054
"13568",319245.25,4299901.75,4.466
"13569",319245.75,4299901.75,3.028
"13570",319246.25,4299901.75,2.286
"13571",319246.75,4299901.75,2.286
"13572",319247.25,4299901.75,3.99
"13573",319247.75,4299901.75,11.352
"13574",319248.25,4299901.75,15.191
"13575",319248.75,4299901.75,15.191
"13576",319249.25,4299901.75,15.191
"13577",319249.75,4299901.75,5.093
"13578",319250.25,4299901.75,5.093
"13579",319250.75,4299901.75,8.456
"13580",319251.25,4299901.75,11.486
"13624",319193.25,4299901.25,8.924
"13625",319193.75,4299901.25,8.924
"13626",319194.25,4299901.25,9.066
"13627",319194.75,4299901.25,9.744
"13628",319195.25,4299901.25,10.315
"13629",319195.75,4299901.25,10.315
"13630",319196.25,4299901.25,9.846
"13631",319196.75,4299901.25,9.846
"13632",319197.25,4299901.25,9.595
"13633",319197.75,4299901.25,9.595
"13634",319198.25,4299901.25,9.595
"13635",319198.75,4299901.25,10.5
"13636",319199.25,4299901.25,10.5
"13637",319199.75,4299901.25,9.619
"13638",319200.25,4299901.25,10.547
"13639",319200.75,4299901.25,10.547
"13640",319201.25,4299901.25,10.547
"13641",319201.75,4299901.25,10.058
"13642",319202.25,4299901.25,10.058
"13643",319202.75,4299901.25,10.058
"13644",319203.25,4299901.25,9.872
"13645",319203.75,4299901.25,10.586
"13646",319204.25,4299901.25,10.83
"13647",319204.75,4299901.25,10.83
"13648",319205.25,4299901.25,11.667
"13649",319205.75,4299901.25,11.991
"13650",319206.25,4299901.25,11.991
"13651",319206.75,4299901.25,3.528
"13652",319207.25,4299901.25,3.433
"13653",319207.75,4299901.25,3.653
"13654",319208.25,4299901.25,6.611
"13655",319208.75,4299901.25,7.75
"13656",319209.25,4299901.25,8.395
"13657",319209.75,4299901.25,8.64
"13658",319210.25,4299901.25,8.523
"13659",319210.75,4299901.25,7.837
"13660",319211.25,4299901.25,7.341
"13661",319211.75,4299901.25,3.472
"13662",319212.25,4299901.25,1.351
"13663",319212.75,4299901.25,1.226
"13664",319213.25,4299901.25,1.14
"13665",319213.75,4299901.25,1.14
"13666",319214.25,4299901.25,0.767
"13667",319214.75,4299901.25,2.004
"13668",319215.25,4299901.25,2.764
"13669",319215.75,4299901.25,2.872
"13670",319216.25,4299901.25,2.764
"13671",319216.75,4299901.25,2.321
"13672",319217.25,4299901.25,2.321
"13673",319217.75,4299901.25,1.557
"13674",319218.25,4299901.25,13.795
"13675",319218.75,4299901.25,13.795
"13676",319219.25,4299901.25,13.339
"13677",319219.75,4299901.25,14.547
"13678",319220.25,4299901.25,14.547
"13679",319220.75,4299901.25,3.401
"13680",319221.25,4299901.25,3.401
"13681",319221.75,4299901.25,2.277
"13682",319222.25,4299901.25,2.277
"13683",319222.75,4299901.25,2.277
"13684",319223.25,4299901.25,2.277
"13685",319223.75,4299901.25,2.321
"13686",319224.25,4299901.25,2.156
"13687",319224.75,4299901.25,1.979
"13688",319225.25,4299901.25,2.156
"13689",319225.75,4299901.25,5.596
"13690",319226.25,4299901.25,10.937
"13691",319226.75,4299901.25,13.368
"13692",319227.25,4299901.25,5.337
"13693",319227.75,4299901.25,5.79
"13694",319228.25,4299901.25,8.633
"13695",319228.75,4299901.25,10.43
"13696",319229.25,4299901.25,12.44
"13697",319229.75,4299901.25,14.681
"13698",319230.25,4299901.25,15.232
"13699",319230.75,4299901.25,15.38
"13700",319231.25,4299901.25,2.332
"13701",319231.75,4299901.25,2.332
"13702",319232.25,4299901.25,5.75
"13703",319232.75,4299901.25,5.75
"13704",319233.25,4299901.25,10.07
"13705",319233.75,4299901.25,15.035
"13706",319234.25,4299901.25,15.035
"13707",319234.75,4299901.25,15.848
"13708",319235.25,4299901.25,15.848
"13709",319235.75,4299901.25,16.33
"13710",319236.25,4299901.25,15.974
"13711",319236.75,4299901.25,15.974
"13712",319237.25,4299901.25,16.424
"13713",319237.75,4299901.25,15.629
"13714",319238.25,4299901.25,12.634
"13715",319238.75,4299901.25,11.653
"13716",319239.25,4299901.25,13.447
